cluster,Debt_to_GDP,Deficit_to_GDP,Debt_Growth
0,41.10899797726046,-0.6670971948040771,3.985136235874159
1,91.95668267560927,-4.0625697033256705,5.191333279037071
2,40.70274548915318,-6.874109984083498,32.838536169090844
