year,country,Debt_to_GDP,Deficit_to_GDP,Debt_Growth,GDP,Debt,Deficit,cluster
2013,EE,11.434937797445103,-0.2176045754362528,8.690045136649971,19163.2,2191.3,-41.7,0
2014,EE,11.563126055701773,0.8612562360058138,7.4658878291425035,20365.6,2354.9,175.4,0
2015,EE,10.789637759448667,0.24891841853514127,-3.7326425750562664,21010.9,2267.0,52.3,0
2016,EE,10.239307765108837,-0.08607868763801885,0.2205558006175501,22189.0,2272.0,-19.1,0
2017,EE,9.434489905864838,-0.5255777036613603,0.9727112676056304,24316.1,2294.1,-127.8,0
2018,EE,8.506912268093878,-0.5775668059836979,-1.9615535504119208,26438.5,2249.1,-152.7,0
2019,EE,9.046751029955642,-0.10887851616143523,14.525810324129672,28472.1,2575.8,-31.0,0
2020,EE,19.098110864235643,-5.42332362981123,106.56106840593216,27859.3,5320.6,-1510.9,2
2021,EE,18.425093710357896,-2.5307360435947897,8.921926098560306,31453.3,5795.3,-796.0,0
2022,EE,19.187127591877886,-0.9895071472057166,20.185322588994524,36300.9,6965.1,-359.2,0
2023,EE,20.1710930452059,-2.735611445139153,11.072346412829681,38353.4,7736.3,-1049.2,0
2024,EE,23.47212009727036,-1.7283306188312,20.898879309230512,39847.7,9353.1,-688.7,0
1996,EL,102.39858331529518,-8.350547513363814,14.09588616892037,112262.1,114954.8,-9374.5,1
1997,EL,101.71656018452369,-6.247678144965402,8.372943104594155,122477.5,124579.9,-7652.0,1
1998,EL,101.10385061184313,-6.4846714579549225,1.2453052217894056,124754.2,126131.3,-8089.9,1
1999,EL,101.42939191774643,-6.024056997355647,8.230470945752554,134588.7,136512.5,-8107.7,1
2000,EL,107.53804574558778,-4.2148337595907925,8.573940115374047,137827.5,148217.0,-5809.2,1
2001,EL,110.53452614301507,-5.642333439591967,9.954323728047388,147439.0,162971.0,-8319.0,1
2002,EL,107.8715182942946,-6.196901234723288,5.178221892238488,158902.0,171410.0,-9847.0,1
2003,EL,104.25856998437644,-8.04670986122599,5.892304999708298,174096.0,181510.0,-14009.0,1
2004,EL,105.49323734152087,-9.052698446308991,9.791196077351106,188905.0,199282.0,-17101.0,1
2005,EL,109.85916939206153,-6.329932793559682,7.3734707600285,194773.0,213976.0,-12329.0,1
2006,EL,105.33413595023775,-6.044825220836308,5.493139417504778,214299.0,225730.0,-12954.0,1
2007,EL,104.63706423938974,-6.806871857050021,6.2840561733043865,229283.0,239915.0,-15607.0,1
2008,EL,110.90749157015101,-10.314784174921984,10.362003209470029,238735.0,264775.0,-24625.0,1
2009,EL,128.48162579004196,-15.423581978721678,13.704843735246918,234323.0,301062.0,-36141.0,1
2010,EL,147.84650476318262,-11.424482311373497,9.801303386013505,223590.0,330570.0,-25544.0,1
2011,EL,175.0755621083671,-10.499569971741,7.763862419457301,203475.0,356235.0,-21364.0,1
2012,EL,164.1133088397463,-9.312045788304403,-14.358499305233908,185899.0,305085.0,-17311.0,1
2013,EL,180.36594540575138,-13.596909844257048,5.300817804874058,178114.0,321257.0,-24218.0,1
2014,EL,182.67015766277433,-3.7723204143759372,0.11641769673500502,176072.0,321631.0,-6642.0,1
2015,EL,179.61998825293819,-5.90546466472403,-2.065721276866972,175363.0,314987.0,-10356.0,1
2016,EL,183.10614051178575,0.21095111437219113,1.4089470359094136,174448.0,319425.0,368.0,1
2017,EL,182.09924567872002,0.7233140524755043,1.1204508100493005,177378.0,323004.0,1283.0,1
2018,EL,189.02865748327943,0.9013597909376799,5.7002390063281005,180616.0,341416.0,1628.0,1
2019,EL,183.17267970256128,0.8235186115206203,-0.648768657590737,185181.0,339201.0,1525.0,1
2020,EL,209.3816402053241,-9.591142413751939,3.4189168074386656,167540.0,350798.0,-16069.0,1
2021,EL,197.2861980224841,-7.24095895977245,3.8036134755614404,184575.0,364141.0,-13365.0,1
2022,EL,177.7724639991498,-2.5718688559434613,1.0611274204223031,207009.0,368005.0,-5324.0,1
2023,EL,164.2781481712256,-1.439787080636978,0.30026765940680544,224686.0,369110.0,-3235.0,1
2024,EL,154.165399432279,1.229639767504731,-1.1229714719189432,236736.0,364965.0,2911.0,1
1996,ES,64.07883396173774,-5.8658761983384204,9.707852397125883,506096.6,324300.8,-29687.0,1
1997,ES,63.70972374283211,-3.8591782155640058,2.260062263182827,520533.1,331630.2,-20088.3,1
1998,ES,62.653789509152276,-2.626898896323738,4.458821904639554,552906.7,346417.0,-14524.3,0
1999,ES,60.85314880334385,-1.2401678644988088,4.562853439640668,595242.0,362223.5,-7382.0,0
2000,ES,57.84050811573747,-1.161266212558044,3.4049971909608345,647569.0,374557.2,-7520.0,0
2001,ES,54.05222566829967,-0.4549487986441413,1.1550171776166573,700958.0,378883.4,-3189.0,0
2002,ES,51.23686218229155,-0.3142405941227939,1.3887913801449159,749744.0,384145.3,-2356.0,0
2003,ES,47.68694490851308,-0.37486778715881613,-0.35671398296425183,802683.0,382775.0,-3009.0,0
2004,ES,45.33269229204043,-0.10941109854091405,1.8582457057017887,860059.0,389887.9,-941.0,0
2005,ES,42.39519158041723,1.2305494320789723,0.9210852657904889,928122.0,393479.1,11421.0,0
2006,ES,39.019061151709096,2.1216427058954643,-0.3423053473488036,1004976.0,392132.2,21322.0,0
2007,ES,35.69813120800044,1.8827125835583054,-1.9050208067585395,1077541.0,384662.0,20287.0,0
2008,ES,39.6088030549283,-4.560368633768176,14.547576833687748,1112432.0,440621.0,-50731.0,0
2009,ES,53.07928312472623,-11.237383386611246,29.257434393730676,1072990.0,569535.4,-120576.0,2
2010,ES,60.26602732222681,-9.487394918975625,13.979306641869837,1077145.0,649152.5,-102193.0,2
2011,ES,69.52841329103856,-9.691772169665665,14.463581361852551,1068690.0,743043.2,-103575.0,2
2012,ES,89.56038047654165,-11.495959319049696,24.866669932515386,1035964.0,927813.3,-119094.0,2
2013,ES,100.0149368401758,-7.488407374041098,10.561596821257035,1025652.0,1025805.2,-76805.0,1
2014,ES,104.44838004560377,-6.036484947769332,5.786693224015638,1038949.0,1085165.4,-62716.0,1
2015,ES,102.4852085157739,-5.266062742385329,2.669049344920138,1087112.0,1114129.0,-57248.0,1
2016,ES,102.02036212996464,-4.221050128810552,2.8296543757500237,1122967.0,1145655.0,-47401.0,1
2017,ES,101.20718036553096,-3.0685695336164045,3.3599382012909684,1170024.0,1184148.3,-35903.0,1
2018,ES,99.7909551950216,-2.5524715493831436,2.1613424602306974,1212276.0,1209741.8,-30943.0,1
2019,ES,97.65925134201689,-3.0646640770194065,1.2086876720305062,1253710.0,1224363.8,-38422.0,1
2020,ES,119.27910918568136,-9.909282031572403,10.00949227672363,1129214.0,1346916.4,-111897.0,1
2021,ES,115.69680948364757,-6.651212409164418,6.124181129578643,1235474.0,1429404.0,-82174.0,1
2022,ES,109.3208408104586,-4.586575843670482,5.226024273053653,1375863.0,1504105.0,-63105.0,1
2023,ES,105.18213520047591,-3.3401190176536844,4.738498974473182,1497761.0,1575377.0,-50027.0,1
2024,ES,101.64602058544969,-3.215582721268495,2.868900586970602,1594330.0,1620573.0,-51267.0,1
2001,EU27_2020,65.75933400266453,-1.950206247718829,3.50210169774694,8260285.3,5431908.6,-161092.6,0
2002,EU27_2020,65.6104686411476,-2.7771044283040216,3.389118145323744,8559613.3,5616002.4,-237709.4,1
2003,EU27_2020,66.83452543080747,-3.136267644646598,4.639656136899073,8792709.4,5876565.6,-275762.9,1
2004,EU27_2020,67.14688082079705,-2.734196236095946,5.072520589236684,9195744.5,6174655.6,-251429.7,1
2005,EU27_2020,67.22749408614513,-2.3875542581223823,4.522355870341999,9600083.4,6453895.5,-229207.2,1
2006,EU27_2020,65.04351101935056,-1.4318703974499472,2.402294862072063,10160793.9,6608937.1,-145489.4,0
2007,EU27_2020,62.381429235875686,-0.5708984173719447,1.8306680509941664,10788346.6,6729924.8,-61590.5,0
2008,EU27_2020,65.09869882477791,-2.088371604303763,7.726876829292362,11136839.8,7249937.8,-232578.6,0
2009,EU27_2020,75.74202735240537,-6.0599104264404815,11.272197397334915,10650843.9,8067165.1,-645431.6,1
2010,EU27_2020,80.39800594220029,-6.018926766903015,10.09949207559917,11047423.0,8881907.8,-664936.3,1
2011,EU27_2020,81.67331516553087,-4.069393609004377,4.895361557344691,11407286.8,9316709.3,-464207.4,1
2012,EU27_2020,84.97873328472878,-3.7261041937795416,4.586443413019214,11466415.8,9744014.9,-427250.6,1
2013,EU27_2020,86.76359018288228,-3.0834990234713007,3.238923618641021,11594282.9,10059616.1,-357509.6,1
2014,EU27_2020,86.91281857306377,-2.4439339038530483,2.5299633452214865,11867203.1,10314120.7,-290026.6,1
2015,EU27_2020,85.0631023507396,-1.9032076711430557,1.5087209518500178,12308194.4,10469732.0,-234250.5,1
2016,EU27_2020,84.06374867983345,-1.358354927726793,1.4754322269185272,12638272.7,10624205.8,-171672.6,1
2017,EU27_2020,81.52570924492707,-0.8659555175738226,1.0562464819723116,13169371.6,10736423.6,-114040.9,1
2018,EU27_2020,79.51039148938612,-0.3959035437403882,0.9292451911081523,13628647.9,10836191.3,-53956.3,0
2019,EU27_2020,77.45244287499507,-0.45789802164495536,0.9435206261078077,14122773.4,10938433.0,-64667.9,0
2020,EU27_2020,89.49831599830516,-6.68911830423513,11.101947600721228,13578816.5,12152812.1,-908303.1,1
2021,EU27_2020,86.73167436450608,-4.623037656673181,5.568982671920031,14792289.2,12829600.1,-683853.1,1
2022,EU27_2020,82.34812511074674,-3.1591995298092064,3.787394745063022,16169776.4,13315507.7,-510835.5,1
2023,EU27_2020,80.51569246305296,-3.437451028017312,4.350867522685609,17257316.4,13894847.8,-593211.8,1
2024,EU27_2020,80.74500662609613,-3.1413197563529196,4.690342128108793,18015434.4,14546563.7,-565922.4,1
1996,FI,55.47546429488023,-3.143873018558338,2.0988200329046247,104034.1,57713.4,-3270.7,0
1997,FI,51.30520582194839,-1.1763550316992588,-0.44478405361667583,111990.0,57456.7,-1317.4,0
1998,FI,47.1331917460519,1.6756537271932799,-1.8147578959459842,119690.6,56414.0,2005.6,0
1999,FI,44.064844587352624,1.6841624109450855,-0.8880774275888959,126888.0,55913.0,2137.0,0
2000,FI,45.13953045033948,6.888536946607423,10.106773022374039,136386.0,61564.0,9395.0,0
2001,FI,43.44353550510673,4.979497002344187,2.048274965889152,144613.0,62825.0,7201.0,0
2002,FI,42.64281864726489,4.083804904338454,0.7544767210505343,148440.0,63299.0,6062.0,0
2003,FI,45.15601724297033,2.4407767246266,8.22919793361665,151714.0,68508.0,3703.0,0
2004,FI,44.93798073591574,2.2149287203683987,4.126525369299938,158741.0,71335.0,3516.0,0
2005,FI,42.1440977493836,2.6593225073785725,-2.7167589542300363,164666.0,69397.0,4379.0,0
2006,FI,40.22422640155963,3.9881754704647085,0.1945329048806066,172861.0,69532.0,6894.0,0
2007,FI,35.99933710754361,5.111756183877814,-3.1525053212909215,187059.0,67340.0,9562.0,0
2008,FI,34.7150365760117,4.179600829845613,0.14107514107513097,194253.0,67435.0,8119.0,0
2009,FI,44.13018956172449,-2.4816353481717885,18.929339363831833,181735.0,80200.0,-4510.0,0
2010,FI,50.112943602608595,-2.5745826401696545,17.56359102244389,188147.0,94286.0,-4844.0,0
2011,FI,52.02448711138094,-1.0128759707571273,9.060730118999638,197655.0,102829.0,-2002.0,0
2012,FI,57.856151872960105,-2.150934733353961,12.741541782960052,200378.0,115931.0,-4310.0,0
2013,FI,60.811707297896284,-2.521904499820636,6.744529073328098,203497.0,123750.0,-5132.0,0
2014,FI,64.81261081829443,-2.9948264555148043,7.814141414141407,205855.0,133420.0,-6165.0,1
2015,FI,68.764272664992,-2.426828804140976,8.332333982911111,210192.0,144537.0,-5101.0,1
2016,FI,68.64920242725422,-1.701303096186207,2.4568103668956676,215717.0,148088.0,-3670.0,0
2017,FI,66.58077665927924,-0.6292666862478082,1.0284425476743575,224706.0,149611.0,-1414.0,0
2018,FI,65.35822858498092,-0.8719087557404972,1.3087272994632748,231905.0,151569.0,-2022.0,0
2019,FI,65.32798363226256,-0.9341014095372258,2.8040034571713113,238518.0,155819.0,-2228.0,0
2020,FI,75.31717057198577,-5.5341452787166805,14.260776927075636,236387.0,178040.0,-13082.0,1
2021,FI,73.12593462076507,-2.6523130356482447,2.1742305099977433,248764.0,181911.0,-6598.0,1
2022,FI,73.9639656565277,-0.1792323444868206,8.208959326263932,266135.0,196844.0,-477.0,0
2023,FI,77.08357766961825,-2.8953849762505133,6.8465383755664355,272848.0,210321.0,-7900.0,1
2024,FI,82.45561905037994,-4.404938343183687,8.190337626770505,275963.0,227547.0,-12156.0,1
1996,FR,59.956923510217145,-3.8961496686152137,5.68415231916326,1259759.1,755312.8,-49082.1,1
1997,FR,61.987562521163476,-3.711444175170879,4.992726192380159,1279326.8,793023.5,-47481.5,1
1998,FR,62.49582985837104,-2.391312261625435,5.42681269848877,1337784.3,836059.4,-31990.6,0
1999,FR,61.423125001791924,-1.5442304329003087,2.497920602292125,1395148.0,856943.5,-21544.3,0
2000,FR,59.72138767316563,-1.3126553680751563,2.6911109075452577,1473517.0,880004.8,-19342.2,0
2001,FR,59.322253673195554,-1.4173590637297224,3.1440510324489024,1530071.0,907672.6,-21686.6,0
2002,FR,61.25604277939341,-3.175565312703934,6.516655895528856,1578330.0,966822.5,-50120.9,1
2003,FR,65.36386011823858,-4.087805497459492,9.679532696022264,1622313.0,1060406.4,-66317.0,1
2004,FR,66.87940272671315,-3.555186344265813,6.972845505270442,1696108.0,1134346.9,-60299.8,1
2005,FR,68.18603692975447,-3.5073618879848905,5.917396168667621,1762048.0,1201470.7,-61801.4,1
2006,FR,65.40081071667116,-2.657748747170265,0.4862374088689725,1846021.0,1207312.7,-49062.6,1
2007,FR,65.47677457174763,-2.98964949253719,5.097767960197874,1937876.0,1268858.7,-57935.7,1
2008,FR,69.81917587939698,-3.502015075376885,9.500104306334523,1990000.0,1389401.6,-69690.1,1
2009,FR,84.05561410033887,-7.378393875526903,17.113885574912246,1935840.0,1627182.2,-142833.9,1
2010,FR,86.27793043848553,-7.152060919554626,5.837699060375656,1996075.0,1722172.2,-142760.5,1
2011,FR,88.74932897410991,-5.304443294614675,6.269065311819588,2062141.0,1830136.3,-109385.1,1
2012,FR,91.74194926272108,-5.171089989067594,4.682651232042101,2088287.0,1915835.2,-107987.2,1
2013,FR,94.55779983700819,-4.938415885664267,4.651913692785259,2120352.0,2004958.2,-104711.8,1
2014,FR,96.16440385135948,-4.573640279458967,3.300133638696301,2153733.0,2071124.5,-98504.0,1
2015,FR,96.97778960862215,-3.8921105731710974,3.0778690513293627,2201402.0,2134871.0,-85681.0,1
2016,FR,98.14974242982966,-3.764875198212758,2.6068835072470486,2231819.0,2190524.6,-84025.2,1
2017,FR,98.7609444770018,-3.3624967872928213,3.3216335484202997,2291681.0,2263285.8,-77057.7,1
2018,FR,98.5299123744408,-2.3188018152615966,2.5384023528977284,2355363.0,2320737.1,-54616.2,1
2019,FR,98.15772259515741,-2.393936864748765,2.8724451382278415,2432207.0,2387399.0,-58225.5,1
2020,FR,114.90659438306741,-8.932689636609274,11.579673108684396,2318276.0,2663852.0,-207084.4,1
2021,FR,112.7857240255779,-6.584620561683695,6.191372493667058,2508102.0,2828781.0,-165149.0,1
2022,FR,111.36557426402517,-4.743637615264825,4.484546523749988,2653997.0,2955639.0,-125896.0,1
2023,FR,109.76458159829218,-5.367300397446774,4.97026192982295,2826542.0,3102542.0,-151709.0,1
2024,FR,113.19778074591595,-5.810301722661735,6.533996961201494,2919900.0,3305262.0,-169655.0,1
1996,HR,24.80392974844604,-4.878811897709733,16.872650433671588,19176.8,4756.6,-935.6,2
1997,HR,24.786188229544557,1.351948271649029,10.890131606609765,21280.4,5274.6,287.7,0
1998,HR,22.012460706048547,-0.8218485269945632,-4.28089333788344,22936.1,5048.8,-188.5,0
1999,HR,28.367336821563935,-8.742208942308991,24.671209000158445,22188.9,6294.4,-1939.8,2
2000,HR,35.719575309018126,-8.812464824195029,34.103329944077274,23631.3,8441.0,-2082.5,2
2001,HR,37.24982167987199,-4.5592119214234765,14.456817912569587,25936.5,9661.3,-1182.5,0
2002,HR,36.1515112531249,-4.589911998581407,7.620092534131029,28760.9,10397.5,-1320.1,0
2003,HR,37.4715875201104,-4.595325683592176,11.77975474873767,31016.3,11622.3,-1425.3,0
2004,HR,39.08178932452142,-5.7320864901324455,13.666830145496167,33802.7,13210.7,-1937.6,2
2005,HR,41.06078745971891,-3.032178721810023,14.488255732095956,36834.9,15124.7,-1116.9,0
2006,HR,38.245734964673446,-1.8517515570763892,2.7180704410666,40621.0,15535.8,-752.2,0
2007,HR,37.11860972919434,-2.1106183733651487,6.136793728034617,44423.0,16489.2,-937.6,0
2008,HR,38.22248308671342,-2.3247145078413807,12.555490866749142,48556.5,18559.5,-1128.8,0
2009,HR,48.18725156068406,-6.98998938102496,19.07271208814891,45861.3,22099.3,-3205.7,2
2010,HR,56.089753347918176,-6.626246634684389,16.71048404248099,45983.8,25792.2,-3047.0,2
2011,HR,62.32732867267351,-7.576231071988182,10.577228774590752,45758.9,28520.3,-3466.8,1
2012,HR,68.52813939649236,-5.465178736596706,7.80742138056052,44867.7,30747.0,-2452.1,1
2013,HR,78.98851098119837,-5.485353565792322,15.088626532669869,44799.3,35386.3,-2457.4,1
2014,HR,82.97452388964041,-5.1300002032488194,3.830295905477521,44280.7,36741.7,-2271.6,1
2015,HR,82.51607584501237,-3.4785380599065676,2.1577662438047263,45487.5,37534.5,-1582.3,1
2016,HR,78.98472889318634,-1.0360810114874879,0.11003210379785244,47573.5,37575.8,-492.9,1
2017,HR,76.41954971984471,0.555530103995076,2.102683109873915,50204.3,38365.9,278.9,0
2018,HR,72.90351897698325,-0.056943205751640885,0.7785559572432765,53035.3,38664.6,-30.2,0
2019,HR,70.67824084866176,0.2270127206022113,1.94260382882534,55767.8,39415.7,126.6,0
2020,HR,86.32235625362298,-7.239272996857119,11.074521066478592,50717.8,43780.8,-3671.6,1
2021,HR,78.34096015783416,-2.5735394859428946,4.483243796367353,58390.4,45743.6,-1502.7,1
2022,HR,68.53336962020074,0.14110463929571926,1.2928584545160549,67609.4,46335.0,95.4,0
2023,HR,60.94981076272032,-0.7852368402109959,4.1629437790007495,79186.3,48263.9,-621.8,0
2024,HR,57.37021740243897,-1.94726279666423,2.1135880026272202,85905.2,49284.0,-1672.8,0
1996,HU,66.64516496234039,-4.360057783571794,-8.220706850153592,36896.3,24589.6,-1608.7,1
1997,HU,58.58095670674858,-5.538715306829863,-0.34404789016494464,41831.0,24505.0,-2316.9,1
1998,HU,57.59238047923308,-7.41251857269687,2.1828198326872217,43477.8,25039.9,-3222.8,1
1999,HU,59.83977103953688,-5.267391563587481,10.220088738373544,46121.5,27599.0,-2429.4,1
2000,HU,54.59631312511086,-3.037763470036588,1.4833870792420045,51300.9,28008.4,-1558.4,0
2001,HU,54.63418613323389,-3.995751538236155,17.17234829551133,60068.8,32818.1,-2400.2,1
2002,HU,57.12506599540574,-8.79414030449131,24.953607917582076,71785.3,41007.4,-6312.9,2
2003,HU,56.206449866081265,-7.190998112661625,3.269897628232954,75344.2,42348.3,-5418.0,1
2004,HU,60.26983840960974,-6.597269873016517,19.261221820002206,83798.3,50505.1,-5528.4,2
2005,HU,59.424062769575656,-7.786636190308738,7.069583071808583,90999.5,54075.6,-7085.8,1
2006,HU,67.6882023601147,-9.26868170612324,15.206858546183511,92037.9,62298.8,-8530.7,2
2007,HU,64.96480352296905,-5.0852706211499275,6.74892614303968,102368.2,66503.3,-5205.7,1
2008,HU,67.71159266633911,-3.784859085989132,10.24610808786932,108278.8,73317.3,-4098.2,1
2009,HU,81.05364946418321,-4.7592266614133525,4.3793211152074685,94416.6,76528.1,-4493.5,1
2010,HU,79.46190745941254,-4.436195044735584,3.3796736100857094,99562.8,79114.5,-4416.8,1
2011,HU,71.46172694728442,-5.219788031600137,-7.87832824577036,101986.9,72881.6,-5323.5,1
2012,HU,77.54628680364753,-2.330568444257296,6.378976312265361,99979.9,77530.7,-2330.1,1
2013,HU,77.17601547388782,-2.598255176307028,1.7433094245247416,102210.9,78882.3,-2655.7,1
2014,HU,74.83479145683512,-2.7730208124677316,0.8791579353036205,106335.3,79575.8,-2948.7,1
2015,HU,74.2910308894678,-2.0028532440143905,5.359166982926955,112854.0,83840.4,-2260.3,1
2016,HU,75.0337711793539,-1.7916093092668117,4.346472583623173,116593.5,87484.5,-2088.9,1
2017,HU,71.7371534123288,-2.454911670498536,4.322251370242736,127222.5,91265.8,-3123.2,1
2018,HU,68.36806267389076,-2.046492897935276,2.3133528660242986,136580.0,93377.1,-2795.1,0
2019,HU,63.96013657842809,-2.0243164971650205,0.9456279965858849,147373.2,94260.1,-2983.3,0
2020,HU,75.95335163668683,-7.486839217153816,11.967417815173121,138954.5,105540.6,-10403.3,1
2021,HU,74.0119647651797,-7.110072355146133,8.676281923733619,154971.7,114697.6,-11018.6,1
2022,HU,72.31018694588602,-6.190709841402442,6.258544206679129,168546.1,121876.0,-10434.2,1
2023,HU,73.05219734798806,-6.772185216854162,18.188404607962184,197178.6,144043.3,-13353.3,1
2024,HU,70.64983952153003,-5.02106143415772,1.0578069233348586,206040.1,145567.0,-10345.4,1
1996,IE,74.44821319397334,-0.19764997529375308,7.532425429375333,59701.5,44446.7,-118.0,0
1997,IE,59.62775647302745,1.3732446374940508,-1.9070032195866005,73118.8,43599.1,1004.1,0
1998,IE,51.32792242852727,2.071104700883875,-5.152399934861041,80565.7,41352.7,1668.6,0
1999,IE,46.57039244319192,3.537000016165448,4.498376164071516,92790.5,43212.9,3282.0,0
2000,IE,36.412545059555576,4.855325530230342,-8.578456895973197,108495.3,39505.9,5267.8,0
2001,IE,33.577826703754305,0.9592986111793672,3.769057280051835,122089.2,40994.9,1171.2,0
2002,IE,30.88959461874044,-0.5193462546112845,2.474210206635452,135997.9,42009.2,-706.3,0
2003,IE,29.832068137183853,0.34607138907340385,3.3787836950001537,145576.9,43428.6,503.8,0
2004,IE,28.102969409957762,1.2982209138615128,1.117005844075103,156260.0,43913.7,2028.6,0
2005,IE,26.0595583969636,1.5704011818670776,1.0645880442777589,170306.8,44381.2,2674.5,0
2006,IE,23.65320074714925,2.775365273567162,-1.4479103764657109,184916.2,43738.6,5132.1,0
2007,IE,23.94846688526986,0.2678244313932046,7.902630628323726,197069.4,47195.1,527.8,0
2008,IE,42.51373589701147,-7.030536674444557,68.70607329998242,187283.0,79621.0,-13167.0,2
2009,IE,61.76473884746138,-13.872841917488055,31.502241870863212,169519.7,104703.4,-23517.2,2
2010,IE,86.23151102716749,-32.14496897254553,37.74777132356735,167255.1,144226.6,-53764.1,2
2011,IE,109.59060861689322,-13.470451778068906,31.54556787721543,173120.4,189723.7,-23320.1,2
2012,IE,118.9110750139139,-8.41543432609433,10.69940128724034,176621.9,210023.0,-14863.5,1
2013,IE,117.67544008318909,-6.276577481867993,2.4832994481556847,182908.6,215238.5,-11480.4,1
2014,IE,101.38752281339157,-3.517287827357525,-5.510306009380283,200594.9,203378.2,-7055.5,1
2015,IE,74.03138426981643,-1.9728745360064843,-0.8867223724076778,272282.9,201574.8,-5371.8,1
2016,IE,72.68316124451906,-0.7618513328049443,-0.5049738360152101,275933.1,200556.9,-2102.2,0
2017,IE,65.22187919550144,-0.2975360448298451,0.28181528533797184,308366.0,201122.1,-917.5,0
2018,IE,61.337964289124415,0.09044089563639837,2.2093544170431745,335136.0,205565.6,303.1,0
2019,IE,55.78948439131432,0.4062376461364125,-1.2793482956292235,363752.6,202935.7,1477.7,0
2020,IE,56.897241417792266,-4.868169461714563,7.025575095954029,381728.7,217193.1,-18583.2,1
2021,IE,52.443766249201964,-1.3075848080400478,8.28221522691097,448445.1,235181.5,-5863.8,0
2022,IE,42.94265384130847,1.5814497816862243,-4.920114889989224,520718.4,223610.3,8234.9,0
2023,IE,41.750862540802025,1.3642666459321462,-2.026516667613254,524728.8,219078.8,7158.7,0
2024,IE,38.26976184189532,4.01660145040585,-1.6883422768428469,562794.2,215380.0,22605.2,0
1996,IT,121.70690119998703,-6.608281177337597,14.932871417119653,1035611.2,1260410.3,-68436.1,1
1997,IT,115.7270549682079,-2.9803023749138116,0.9110922054508697,1099046.2,1271893.8,-32754.9,1
1998,IT,114.32062922636234,-2.985919140053317,2.1894516664834773,1136926.3,1299741.3,-33947.7,1
1999,IT,113.05854861157879,-1.7747021633142108,2.429660425501612,1177549.7,1331320.6,-20898.0,1
2000,IT,108.74276819285441,-2.42009563089348,1.6711752225571974,1244744.2,1353569.3,-30124.0,1
2001,IT,108.5130317507004,-3.1808241807744335,4.909781863403673,1308623.1,1420026.6,-41625.0,1
2002,IT,105.94748607234274,-2.879775566953048,1.1348519809417645,1355522.3,1436141.8,-39036.0,1
2003,IT,105.11352121573319,-3.226200633706497,2.423305275286869,1399386.0,1470943.9,-45147.0,1
2004,IT,104.7420802134715,-3.4609246524631385,3.7745355210351716,1457356.2,1526465.2,-50438.0,1
2005,IT,106.17676349472217,-4.0985326199236045,4.271443593997426,1499073.1,1591667.3,-61440.0,1
2006,IT,106.25744215425932,-3.605442063482193,4.134312491058911,1559864.2,1657471.8,-56240.0,1
2007,IT,103.46395126885774,-1.325942389982947,1.2318821955221049,1621714.5,1677889.9,-21503.0,1
2008,IT,105.80289037273285,-2.5839577913205103,3.648159512730853,1643718.8,1739102.0,-42473.0,1
2009,IT,116.14108972955611,-5.056540379726922,5.790166419220943,1584106.8,1839798.9,-80101.0,1
2010,IT,118.75761884815965,-4.161390682883043,4.437099076426243,1617944.7,1921432.6,-67329.0,1
2011,IT,119.1288663395364,-3.5243955726756653,2.756495335823894,1657362.2,1974396.8,-58412.0,1
2012,IT,125.90061170366683,-2.9854886877537092,4.124419164374649,1632898.5,2055829.2,-48750.0,1
2013,IT,131.85384065622512,-2.874553117829847,3.9821061010321346,1621260.7,2137694.5,-46604.0,1
2014,IT,134.7969494166012,-2.8184990415196016,3.1533645242573183,1635870.7,2205103.8,-46107.0,1
2015,IT,134.78984898312532,-2.4591203260886623,1.6700211572806767,1663277.7,2241929.5,-40902.0,1
2016,IT,134.24127083525553,-2.4046595822393755,2.0826613860962073,1704856.7,2288621.3,-40996.0,1
2017,IT,133.74241111887522,-2.5088664729523136,1.9446511312291026,1744493.0,2333127.0,-43767.0,1
2018,IT,134.19966334867937,-2.1919911546339286,2.2544850751802237,1777744.4,2385727.0,-38968.0,1
2019,IT,133.89949862166966,-1.4501126011520193,1.2536807438570996,1804066.8,2415636.4,-26161.0,1
2020,IT,154.37999573535973,-9.378795444511503,6.7281607447213565,1670011.9,2578164.3,-156627.0,1
2021,IT,145.81918097045363,-8.87567670013157,4.210937991810693,1842507.4,2686729.2,-163535.0,1
2022,IT,138.35597865663138,-8.100756699231049,2.892874354438102,1998072.6,2764452.9,-161859.0,1
2023,IT,133.94639797028069,-7.155086267316972,3.815760434912807,2142601.7,2869937.8,-153305.0,1
2024,IT,134.88312114359422,-3.3613542415565165,3.379080201668483,2199619.4,2966915.3,-73937.0,1
1996,LT,14.023857577491944,-3.2322197788956837,58.48510638297873,6639.4,931.1,-214.6,2
1997,LT,15.711640978743336,-11.69785648963933,51.30490817312854,8966.6,1408.8,-1048.9,2
1998,LT,15.823237338629593,-3.0198609731876864,13.10335036910848,10070.0,1593.4,-304.1,0
1999,LT,23.98909059257038,-2.809559271545596,55.66712689845612,10339.7,2480.4,-290.5,2
2000,LT,23.28990618776842,-3.1814582883466493,17.40445089501692,12503.7,2912.1,-397.8,0
2001,LT,23.265428356475564,-3.5250206344452804,9.378112015384076,13690.7,3185.2,-482.6,0
2002,LT,22.176027198692775,-1.8554147009988669,5.666834107748331,15177.2,3365.7,-281.6,0
2003,LT,20.36090820769314,-1.2635985271010999,0.873518138871554,16674.6,3395.1,-210.7,0
