year,country,Debt_to_GDP,Deficit_to_GDP,Debt_Growth,GDP,Debt,Deficit,cluster
2004,LT,18.59112627986348,-1.3864846416382253,0.27686960619717205,18312.5,3404.5,-253.9,0
2005,LT,17.63985514152292,-0.343562374916611,8.735497136143344,20986.0,3701.9,-72.1,0
2006,LT,17.29987166452774,-0.27333788896481603,12.155919933007354,23999.6,4151.9,-65.6,0
2007,LT,15.876848257738315,-0.8155926996187243,11.026277126135021,29034.1,4609.7,-236.8,0
2008,LT,14.570527275564437,-3.084468731546273,3.306071978653713,32683.1,4762.1,-1008.1,0
2009,LT,27.910727195210114,-9.055183791499063,58.09201822725267,26973.5,7528.5,-2442.5,2
2010,LT,36.70409277239963,-6.948531272367099,34.868831772597474,27663.4,10153.6,-1922.2,2
2011,LT,37.441415806144256,-5.913140885329487,14.557398361172403,31066.4,11631.7,-1837.0,2
2012,LT,39.90986871397456,-3.145870687476685,14.052116199695664,33240.4,13266.2,-1045.7,0
2013,LT,38.86132935711418,-2.6936973103171415,2.1581161146371874,34874.0,13552.5,-939.4,0
2014,LT,40.727710168332415,-1.7896133215783534,9.418926397343675,36410.1,14829.0,-651.6,0
2015,LT,42.42014705921631,-0.7668125863031409,7.103648256794126,37440.7,15882.4,-287.1,0
2016,LT,39.79423348883457,0.033744883528632925,-2.7325844960459422,38820.7,15448.4,13.1,0
2017,LT,39.129406310172065,0.3600270611667526,7.077755625178006,42274.6,16541.8,152.2,0
2018,LT,33.34813286497168,0.5223364107653534,-7.370419180500298,45947.4,15322.6,240.0,0
2019,LT,35.59379518757412,0.4118669677817674,14.380718676986914,49239.2,17526.1,202.8,0
2020,LT,45.882191442884256,-6.416245230241562,31.589458008341854,50264.6,23062.5,-3225.1,2
2021,LT,43.32655605537736,-1.149903630986914,6.537018970189701,56709.1,24570.1,-652.1,0
2022,LT,38.315710386383046,-0.7179369449815223,4.609260849569186,67081.1,25702.6,-481.6,0
2023,LT,37.11196630649784,-0.6636435808765154,7.30626473586331,74317.0,27580.5,-493.2,0
2024,LT,37.966636369850704,-1.2812008678898479,8.744221460814705,78996.2,29992.2,-1012.1,0
1996,LU,9.755741977026018,2.322303958790191,-0.24225107149512537,16462.1,1606.0,382.3,0
1997,LU,9.411866909912257,2.5036921205803147,1.1892901618928864,17266.5,1625.1,432.3,0
1998,LU,9.142660379768628,2.847431646645229,1.2983816380530477,18005.7,1646.2,512.7,0
1999,LU,8.074830395468128,3.108361965757892,0.7896974851172356,20547.8,1659.2,638.7,0
2000,LU,7.4941268598277215,5.5451144174715035,3.821118611378971,22986.0,1722.6,1274.6,0
2001,LU,7.623147500617674,5.6264892231542,5.677464298153967,23879.9,1820.4,1343.6,0
2002,LU,7.4478931354478615,2.0310981924025735,2.329158426719391,25011.1,1862.8,508.0,0
2003,LU,7.434619652041956,0.2729979830176953,4.67575692505906,26227.3,1949.9,71.6,0
2004,LU,7.829893506069656,-1.3934315735702072,13.19554848966613,28189.4,2207.2,-392.8,0
2005,LU,7.950199795251147,-0.20772101317657937,9.07031533164191,30281.0,2407.4,-62.9,0
2006,LU,8.20512070226774,1.9116313094367225,16.478358394948888,34175.0,2804.1,653.3,0
2007,LU,8.091780701824296,4.362957236483812,8.623087621696811,37641.9,3045.9,1642.3,0
2008,LU,14.62748940254339,3.373940254338959,92.14025411208509,40009.6,5852.4,1349.9,2
2009,LU,15.285257370546496,-0.20998343179507667,1.9923450208461535,39050.7,5969.0,-82.0,0
2010,LU,19.08958627634561,-0.31743261631924385,35.60897972859776,42402.7,8094.5,-134.6,2
2011,LU,18.503051428700353,0.6583415118390922,1.3181790104392022,44323.5,8201.2,291.8,0
2012,LU,20.849112972905587,0.5063813507228185,18.279032336731184,46526.2,9700.3,235.6,0
2013,LU,22.406990599761684,0.843679027182271,13.404740059585807,49094.5,11000.6,414.2,0
2014,LU,21.86332453520186,1.3388349008424194,2.9334763558351185,51791.3,11323.3,693.4,0
2015,LU,21.133198995979114,1.3340770525079282,1.0482809781600766,54142.3,11442.0,722.3,0
2016,LU,19.597531316660767,1.892965604601472,-3.7283691662296836,56208.1,11015.4,1064.0,0
2017,LU,21.80223762566874,1.3668839652872329,15.130635292408812,58168.8,12682.1,795.1,0
2018,LU,20.87006216628401,3.1752650622825755,-0.9438499932976407,60193.4,12562.4,1911.3,0
2019,LU,22.33886085075703,2.678683008892093,10.988346175889951,62415.0,13942.8,1671.9,0
2020,LU,24.532707382417147,-3.092441456638222,13.487965114611121,64499.2,15823.4,-1994.6,0
2021,LU,24.18458505329308,1.1144654604700197,11.63403566869321,73039.5,17664.3,814.0,0
2022,LU,24.901604562420502,0.21360281085138771,8.169018868565402,76731.2,19107.3,163.9,0
2023,LU,24.682063678599047,-0.6548093843427856,6.073594908752145,82115.5,20267.8,-537.7,0
2024,LU,26.280832162338722,0.8883700799370622,11.74819171296344,86180.3,22648.9,765.6,0
1996,LV,13.70367125208096,-0.43371593796547797,11.455549616960647,4565.2,625.6,-19.8,0
1997,LV,11.074563363663993,1.453368848209657,-0.9750639386189253,5593.9,619.5,81.3,0
1998,LV,9.220472820068371,0.02888920988010978,-7.263922518159804,6230.7,574.5,1.8,0
1999,LV,13.204490052111463,-3.839023749397872,57.45865970409052,6850.7,904.6,-263.0,2
2000,LV,12.009978617248752,-2.792824899025897,11.762104797700633,8418.0,1011.0,-235.1,0
2001,LV,14.20574589967546,-1.986452048528675,29.020771513353118,9182.2,1304.4,-182.4,2
2002,LV,12.717203536225993,-2.3971141144192663,-4.055504446488811,9841.0,1251.5,-235.9,0
2003,LV,14.061222454880845,-1.6382490776747431,12.680783060327606,10029.0,1410.2,-164.3,0
2004,LV,14.502613604993899,-1.2377890771792657,15.487164941143083,11229.7,1628.6,-139.0,0
2005,LV,12.389902395875072,-0.5004952029576091,0.6263048016701411,13226.9,1638.8,-66.2,0
2006,LV,10.5566160467859,-0.5592909163860079,5.961679277520138,16449.4,1736.5,-92.0,0
2007,LV,8.96194957485041,-0.594653674441007,11.436798157212769,21592.4,1935.1,-128.4,0
2008,LV,19.315958262150346,-4.471361960668457,133.13007079737483,23355.3,4511.3,-1044.3,2
2009,LV,37.796225267023786,-9.814414394836636,54.21275463835258,18406.6,6957.0,-1806.5,2
2010,LV,48.58640352374774,-8.794573246377801,22.72100043122036,17572.2,8537.7,-1545.4,2
2011,LV,47.041413897153916,-4.469420583937001,4.811600313901865,19022.6,8948.5,-850.2,0
2012,LV,44.02305497181595,-1.460210898457517,4.64435380231325,21270.9,9364.1,-310.6,0
2013,LV,41.69659499022594,-1.2583534118288857,-2.0514518213175847,21997.0,9172.0,-276.8,0
2014,LV,43.07891445997236,-1.701147407911191,7.042084605320542,22790.5,9817.9,-387.7,0
2015,LV,38.27908171645406,-1.5216283486984246,-7.423176035608425,23744.3,9089.1,-361.3,0
2016,LV,41.73408658595325,-0.01387857067049824,12.487485009516885,24498.2,10224.1,-3.4,0
2017,LV,40.32962935915225,-0.29826537162097233,2.6261480228088496,26017.1,10492.6,-77.6,0
2018,LV,38.30443214673893,-1.3561417093494923,2.777195356727602,28153.4,10784.0,-381.8,0
2019,LV,37.91084655189908,-0.1552406399025941,3.941951038575664,29567.0,11209.1,-45.9,0
2020,LV,44.03698292174663,-4.08735196394781,14.81296446637106,29224.3,12869.5,-1194.5,0
2021,LV,45.87378189680273,-7.220339613056703,15.076731807762545,32283.8,14809.8,-2331.0,2
2022,LV,44.44299739253562,-4.859138733176867,8.299234290807433,36088.7,16038.9,-1753.6,0
2023,LV,44.430318318075436,-2.3614783061454547,9.599162037296827,39564.2,17578.5,-934.3,0
2024,LV,46.585182138485706,-1.8134560969687359,6.9573626873737915,40359.4,18801.5,-731.9,0
1996,MT,39.10313901345292,-7.659857166583624,21.561338289962826,3010.5,1177.2,-230.6,2
1997,MT,46.950014965579165,-7.033822208919485,33.24838600067957,3341.0,1568.6,-235.0,2
1998,MT,49.98883055958897,-9.16731821735731,14.127247226826478,3581.2,1790.2,-328.3,2
1999,MT,63.38880091378729,-6.6587056410788925,36.398167802480174,3852.1,2441.8,-256.5,2
2000,MT,60.63513822252685,-5.5106237148732005,8.69031042673436,4377.0,2654.0,-241.2,1
2001,MT,65.75306306504476,-6.093134774861969,12.629992464204975,4546.1,2989.2,-277.0,1
2002,MT,61.9599957667478,-5.359297280135464,-2.070788170748017,4724.5,2927.3,-253.2,1
2003,MT,68.11482415726825,-8.987054139131523,11.618214737129783,4796.9,3267.4,-431.1,1
2004,MT,70.17658068191065,-4.243632516885019,5.5762991981391785,4915.6,3449.6,-208.6,1
2005,MT,70.24815925824925,-2.836105808562858,4.545454545454541,5133.8,3606.4,-145.6,1
2006,MT,64.54484629966917,-2.4606921161208786,-3.701752440106476,5380.6,3472.9,-132.4,0
2007,MT,62.036620400816865,-2.054272956976221,3.2163321719600235,5778.2,3584.6,-118.7,0
2008,MT,61.524893770544374,-4.055159143750501,7.0412319366177645,6236.5,3837.0,-252.9,1
2009,MT,66.04586805776448,-3.11406578026592,8.227782121449035,6287.6,4152.7,-195.8,1
2010,MT,65.03206062372486,-2.220926843485864,7.460206612565323,6862.0,4462.5,-152.4,0
2011,MT,68.93840291206917,-2.9860084176999204,8.64537815126052,7032.8,4848.3,-210.0,1
2012,MT,65.61133765626043,-3.299685807874858,1.2189839737639874,7479.5,4907.4,-246.8,1
2013,MT,64.94452235097302,-2.183432971683027,7.5844642784366645,8129.4,5279.6,-177.5,0
2014,MT,60.74537632005364,-1.4851651114711963,2.9585574664747316,8948.5,5435.8,-132.9,0
2015,MT,55.048232140411294,-0.8384370047155967,3.5119025718385544,10221.4,5626.7,-85.7,0
2016,MT,53.149305523595636,1.0962510239960237,2.6232072084880986,10864.3,5774.3,119.1,0
2017,MT,45.55788667565433,3.4046762446452927,-1.0962367732885392,12535.7,5711.0,426.8,0
2018,MT,41.44283771731025,1.8605705262234438,-0.7389248818070349,13678.6,5668.8,254.5,0
2019,MT,39.26080223650491,0.7160378780611475,1.0760654812306036,14594.2,5729.8,104.5,0
2020,MT,48.83863421155239,-8.71372472567259,22.419630702642323,14362.4,7014.4,-1251.5,2
2021,MT,49.75883618236179,-6.953906254680973,18.395015967153295,16689.9,8304.7,-1160.6,2
2022,MT,50.33686236766121,-5.3375021558078855,8.949149276915458,17974.7,9047.9,-959.4,1
2023,MT,46.99012969126593,-4.43255289031715,8.60199604328078,20911.2,9826.2,-926.9,0
2024,MT,46.15057864851979,-3.519136578388453,8.357248987401022,23071.0,10647.4,-811.9,0
1996,NL,69.90275973829685,-1.9061689541462719,-1.4910019187347245,355624.3,248591.2,-6778.8,0
1997,NL,65.31826576402374,-1.6014720190190068,-3.1822124033352828,368473.5,240680.5,-5901.0,0
1998,NL,63.23327318891359,-1.3352265262656284,2.9892326133608593,392000.9,247875.0,-5234.1,0
1999,NL,58.694301702039546,0.2827608695134752,-0.5143721633888099,420143.0,246600.0,1188.0,0
2000,NL,52.241862398853584,1.135803233589346,-4.203974047039738,452191.0,236233.0,5136.0,0
2001,NL,49.49610822025879,-0.46775900161717476,1.1869637180241588,482941.0,239037.0,-2259.0,0
2002,NL,48.76765009415372,-2.2300611850046033,2.60043424239762,502901.0,245253.0,-11215.0,0
2003,NL,49.87793770064537,-3.1918757197985634,4.71716961668156,514901.0,256822.0,-16435.0,0
2004,NL,50.16451174156701,-1.8249610119400346,3.8310580869240107,531573.0,266661.0,-9701.0,0
2005,NL,49.645105419780805,-0.5147146560794906,2.976438249312796,553122.0,274598.0,-2847.0,0
2006,NL,45.0208019828273,0.04102518708166225,-3.687572378531523,587444.0,264472.0,241.0,0
2007,NL,42.799566456585445,-0.16249849464092167,0.7838258870504156,622775.0,266545.0,-1012.0,0
2008,NL,54.33234198117915,-0.05757724178910147,32.76032189686544,651299.0,353866.0,-375.0,2
2009,NL,56.34278206143392,-5.060356441802489,0.3365680794425119,630173.0,355057.0,-31889.0,1
2010,NL,58.94712778100905,-5.304795170305215,6.755535026770354,643022.0,379043.0,-34111.0,1
2011,NL,61.21509787153608,-4.42155871911075,5.945499587118075,656013.0,401579.0,-29006.0,1
2012,NL,65.74019494646265,-3.8336027418903975,7.755385615283661,658232.0,432723.0,-25234.0,1
2013,NL,67.19759242871116,-2.872438086623886,3.355957506303109,665567.0,447245.0,-19118.0,1
2014,NL,67.19862310223436,-2.1730641427470467,1.9638006014600418,678627.0,456028.0,-14747.0,0
2015,NL,63.81506775842958,-1.835162870525977,-2.159735805696139,699175.0,446179.0,-12831.0,0
2016,NL,60.86853889679592,0.22522303606762245,-1.7524356816434605,720175.0,438360.0,1622.0,0
2017,NL,55.971611256943696,1.3541787361442397,-4.126973263983935,750861.0,420269.0,10168.0,0
2018,NL,51.55390823767613,1.4947800826396942,-3.4261389728959313,787273.0,405870.0,11768.0,0
2019,NL,47.652051720543234,1.9084875633762248,-2.57939734397713,829767.0,395401.0,15836.0,0
2020,NL,53.412463271452594,-3.7168861295612907,10.291324503478737,816463.0,436093.0,-30347.0,0
2021,NL,50.50070102630251,-2.2595479782401435,3.2438035006294497,891550.0,450239.0,-20145.0,0
2022,NL,48.413696645267756,0.0022136805457728765,6.864354265179151,993820.0,481145.0,22.0,0
2023,NL,45.84952572674128,-0.3710958516683125,0.06983341820032685,1050133.0,481481.0,-3897.0,0
2024,NL,43.74814581200739,-0.9448897465297174,1.9884481422942857,1122459.0,491055.0,-10606.0,0
1996,PL,40.060431402543706,-4.574821354007566,0.39265177425193976,126689.1,50752.2,-5795.8,0
1997,PL,40.30389287007492,-4.546275884500018,12.069427532205502,141122.1,56877.7,-6415.8,0
1998,PL,36.61995012244368,-4.1595490317980675,0.1429382693041381,155540.9,56959.0,-6469.8,0
1999,PL,39.39324705028974,-2.244407863729972,10.791095349286328,160193.7,63105.5,-3595.4,0
2000,PL,37.7189483652993,-3.979410535117057,12.090705247561617,187532.8,70735.4,-7462.7,0
2001,PL,38.95421804830512,-4.718662733824253,17.771865289515574,213857.2,83306.4,-10091.2,2
2002,PL,39.87505918000189,-4.802528169680901,1.1015960358387922,211220.0,84224.1,-10143.9,0
2003,PL,43.42348534883095,-6.017766082331433,-0.39193057569033574,193199.6,83894.0,-11626.3,1
2004,PL,49.77152035791764,-4.987627037771824,22.844422723913517,207064.4,103059.1,-10327.6,2
2005,PL,48.43671781213396,-3.925823681793218,16.042154453124468,246903.6,119592.0,-9693.0,0
2006,PL,47.89549714352083,-3.527007701967958,10.340825473275794,275514.0,131958.8,-9717.4,0
2007,PL,46.778989318807994,-1.8793006534305183,11.438342876716078,314356.3,147052.7,-5907.7,0
2008,PL,39.36948061473912,-3.595331675470829,-1.632747987626204,367420.9,144651.7,-13210.0,0
2009,PL,52.40198328346601,-7.236323243368737,15.155093234300022,317876.9,166573.8,-23002.6,2
2010,PL,54.014082380066874,-7.429811851621557,17.024285932121373,360890.7,194931.8,-26813.5,2
2011,PL,50.63421409988813,-4.974513925519431,-1.4130070106570525,379540.6,192177.4,-18880.3,1
2012,PL,55.952337652320864,-3.795358977950541,12.867069697061151,387660.3,216905.0,-14713.1,1
2013,PL,57.4502853833004,-4.2460729361289875,3.3437680090362187,390177.0,224157.8,-16567.2,1
2014,PL,50.06624425302051,-3.6621144284754132,-8.71247844152645,408714.7,204628.1,-14967.6,0
2015,PL,50.10065070344506,-2.594559173965943,5.888780670885385,432485.8,216678.2,-11221.1,0
2016,PL,53.55075286688962,-2.3831158779456323,5.693327709017337,427658.6,229014.4,-10191.6,0
2017,PL,51.410425538809456,-1.485851188476291,5.2997104112230575,469071.2,241151.5,-6969.7,0
2018,PL,47.78619349897113,-0.24482538977003718,-0.13788012929630833,503951.0,240819.0,-1233.8,0
2019,PL,45.644433119202056,-0.7336045448230725,2.051914508406716,538423.6,245760.4,-3949.9,0
2020,PL,55.13644088288794,-6.853069247654408,19.315683079942914,531827.4,293230.7,-36446.5,2
2021,PL,52.648003932752125,-1.6756220482489406,4.674783370226909,583001.4,306938.6,-9768.9,0
2022,PL,48.8422536501135,-3.3692437030413367,5.296368719998079,661712.3,323195.2,-22294.7,0
2023,PL,51.83134959846092,-5.195537680411973,20.58854834477739,751931.8,389736.4,-39066.9,2
2024,PL,55.48592212361971,-6.4750606046570445,20.797800769956297,848490.9,470793.0,-54940.3,2
1996,PT,63.24549710846266,-4.737609027723157,8.144059713430728,96626.8,61112.1,-4577.8,1
1997,PT,57.68479458234033,-3.7055715704514522,-2.4870688456132273,103306.6,59592.2,-3828.1,0
1998,PT,55.95223144871377,-4.38754757927319,3.9229966337876565,110683.7,61930.0,-4856.3,1
1999,PT,55.40557827417805,-3.031521705504781,7.002906507346984,119603.3,66266.9,-3625.8,0
2000,PT,54.19314344808682,-3.1711396852689417,5.017437061338326,128414.4,69591.8,-4072.2,0
2001,PT,57.380224636346895,-4.741520898545388,11.949971117286795,135775.0,77908.0,-6437.8,1
2002,PT,59.99580510724686,-3.2875893606857183,9.778970067258829,142554.3,85526.6,-4686.6,1
2003,PT,63.88871203050088,-5.699404181206138,9.113305100401492,146067.9,93320.9,-8325.0,1
2004,PT,67.09732253343877,-6.202232667141329,9.465939569806991,152248.4,102154.6,-9442.8,1
2005,PT,72.24266757992768,-6.130012292442827,12.126815630426812,158552.7,114542.7,-9719.3,1
2006,PT,73.65994929643541,-4.167015015593,6.918555263670223,166260.5,122467.4,-6928.1,1
2007,PT,72.69679069359267,-2.8750297748960874,4.167149788433511,175483.4,127570.8,-5045.2,1
2008,PT,75.49245461265821,-3.8107165270448036,5.98749870660058,179102.8,135209.1,-6825.1,1
2009,PT,87.5769882405522,-9.874219286224093,13.619867301831,175416.4,153624.4,-17321.0,1
2010,PT,99.8846327485094,-11.41835556909692,16.942946563176164,179860.4,179652.9,-20537.1,1
2011,PT,114.02375253802788,-7.726947900951689,11.907127577678956,176318.0,201044.4,-13624.0,1
2012,PT,128.6034432427429,-6.202429351579577,7.810364277741644,168538.8,216746.7,-10453.5,1
2013,PT,130.84071136078538,-5.213571703528972,3.0296193667538995,170675.7,223313.3,-8898.3,1
2014,PT,132.45318491546982,-7.362863314561683,2.7217366811560284,173186.7,229391.3,-12751.5,1
2015,PT,131.02322446788526,-4.473983612488134,2.465132722993424,179392.7,235046.1,-8026.0,1
2016,PT,131.18026705554811,-1.9433879151650357,4.019892267942327,186380.7,244494.7,-3622.1,1
2017,PT,126.02922319216854,-3.002213196214396,0.7787080865147455,195509.1,246398.6,-5869.6,1
2018,PT,121.11224716777171,-0.4257610820809609,0.7624231631186307,204997.6,248277.2,-872.8,1
2019,PT,116.10970959471751,0.11608938229725503,0.3086872254077333,214489.9,249043.6,249.0,1
2020,PT,134.0964430164844,-5.752248266078105,8.245182771209535,201032.7,269577.7,-11563.9,1
2021,PT,123.8782006127661,-2.825486376739831,-0.5153245242466298,216493.7,268188.5,-6117.0,1
2022,PT,111.23168786643224,-0.3104234310048775,1.1816688635045702,243957.1,271357.6,-757.3,1
2023,PT,96.86021144239042,1.2571360512160787,-3.4985200340804767,270352.6,261864.1,3398.7,1
2024,PT,93.59173956908108,0.5014718686512708,3.443236396283411,289428.0,270880.7,1451.4,1
1996,RO,8.039841021649435,-3.5653030438705855,56.98722259583053,29035.4,2334.4,-1035.2,2
1997,RO,13.782928729272985,-4.426638686189409,85.69225496915695,31450.5,4334.8,-1392.2,2
1998,RO,13.091386897550947,-3.23743433531283,11.93365322506228,37063.3,4852.1,-1199.9,0
1999,RO,19.353748354424372,-4.419630679459658,34.527318068465185,33726.8,6527.4,-1490.6,2
2000,RO,18.556025510593695,-4.5949121687699686,15.402763734411874,40594.9,7532.8,-1865.3,0
2001,RO,24.183272933483373,-3.454531760869758,44.92884451996601,45143.6,10917.2,-1559.5,2
2002,RO,22.090451518306544,-1.9340516719135366,-1.466493240024913,48695.7,10757.1,-941.8,0
2003,RO,20.17179138499467,-1.425790230587867,-4.160972752879499,51108.5,10309.5,-728.7,0
2004,RO,19.48398974204454,-1.0863896665502244,14.153935690382657,60401.9,11768.7,-656.2,0
2005,RO,15.648813047577816,-0.8084681516562553,5.343835767756833,79223.9,12397.6,-640.5,0
2006,RO,12.946070383765568,-2.1382370730623474,1.5164225333935688,97215.6,12585.6,-2078.7,0
2007,RO,11.046916133884919,-2.762865112197568,12.028032036613268,127632.0,14099.4,-3526.3,0
2008,RO,11.289606295667431,-5.412249291730592,17.37662595571443,146589.7,16549.4,-7933.8,2
2009,RO,21.792400243411983,-9.518941892576095,64.89057005087797,125219.8,27288.4,-11919.6,2
2010,RO,28.623057660127834,-7.114047510118445,34.580627665967945,128305.3,36724.9,-9127.7,2
2011,RO,31.71484217653878,-5.550061287160303,19.630005799879633,138528.2,43934.0,-7688.4,2
2012,RO,35.492295113622575,-3.819889352849842,12.540401511357956,139307.7,49443.5,-5321.4,0
2013,RO,37.3418173168411,-2.268078020932445,7.951297946140556,142936.0,53374.9,-3241.9,0
2014,RO,38.795366733807754,-1.1862846179601512,9.411352527124173,150528.8,58398.2,-1785.7,0
2015,RO,37.05606747811765,-0.5219322598556357,1.7099842118421638,160289.0,59396.8,-836.6,0
2016,RO,37.428767423435986,-2.5127599224105968,5.547941976672144,167497.1,62692.1,-4208.8,0
2017,RO,34.58324928433169,-2.512886321400521,2.824598314620186,186399.2,64462.9,-4684.0,0
2018,RO,34.543392028643325,-2.8233617718857293,9.734746652725823,204780.7,70738.2,-5781.7,0
2019,RO,34.90808242448556,-4.354275561987164,10.215131286914293,223341.4,77964.2,-9724.9,0
2020,RO,46.5847615330625,-9.257881993106794,31.357469197400878,219839.7,102411.8,-20352.5,2
2021,RO,48.324512649251034,-7.181768612860631,13.713068220654257,240986.6,116455.6,-17307.1,2
2022,RO,47.887116270753985,-6.524456740464154,15.457049725388906,280777.4,134456.2,-18319.2,2
2023,RO,49.01338058367817,-6.704876174637622,17.22494016638876,321577.9,157616.2,-21561.4,2
2024,RO,54.84738278175884,-9.348644117306893,23.0574649052572,353633.1,193958.5,-33059.9,2
1996,SE,68.40637332375375,-3.1084653208276833,4.430746595474444,229933.4,157289.1,-7147.4,1
1997,SE,66.30813941209021,-1.5708571114781382,-0.19912377907942425,236737.0,156975.9,-3718.8,0
1998,SE,62.14724983004731,0.8214035235892685,-4.374429450635409,241537.8,150109.1,1984.0,0
1999,SE,62.48382008753375,0.5967186690640074,7.119621661844611,257340.7,160796.3,1535.6,0
2000,SE,48.23875393462406,3.102962511596141,-14.432981355914276,285224.2,137588.6,8850.4,0
2001,SE,51.734714463811834,1.373457257696807,1.762718713614353,270638.2,140013.9,3717.1,0
2002,SE,49.89211169711889,-1.4568791636932286,1.2648029945598216,284182.8,141784.8,-4140.2,0
2003,SE,49.69350246849656,-1.2469648317345607,3.7685280791735165,296070.9,147128.0,-3691.9,0
2004,SE,49.242592282277364,0.1523952694183699,3.6611657876135073,309720.9,152514.6,472.0,0
2005,SE,48.439598869060376,1.991670165442412,0.1566407412798565,315348.4,152753.5,6280.7,0
2006,SE,44.97013210269819,2.200573698736028,-0.8275424131034659,336866.7,151489.4,7413.0,0
2007,SE,38.48565957893655,3.3744730004178014,-9.034163446419342,358064.8,137803.6,12082.8,0
2008,SE,33.64666108782816,1.870866897077233,-13.868360478245856,352761.6,118692.5,6599.7,0
2009,SE,42.77946520756878,-0.9174414503746563,12.824399182762193,313033.6,133914.1,-2871.9,0
2010,SE,41.18021437692259,-0.16603939776814905,14.511840052690484,372381.5,153347.5,-618.3,0
2011,SE,38.29604487386659,-0.42289826799626995,2.4627072498736524,410287.8,157124.0,-1735.1,0
2012,SE,38.66712689751746,-1.1956732068056832,5.303518240370675,427901.2,165457.1,-5116.3,0
2013,SE,40.209147045488756,-1.6364510303875304,6.880877278762898,439805.4,176842.0,-7197.2,0
2014,SE,44.62214744071646,-1.86557922318798,9.923943407109181,435639.5,194391.7,-8127.2,0
2015,SE,45.590236664152314,-0.28885530528994735,6.085599333716396,452337.2,206221.6,-1306.6,0
2016,SE,42.80115399505258,0.8403625806930006,-3.7139659473110487,463918.8,198562.6,3898.6,0
2017,SE,41.024163599306036,1.2874280123208284,-1.8957245725025773,474838.2,194798.4,6113.2,0
2018,SE,40.183741049177755,0.6615734123622957,-3.9226708227582896,465753.3,187157.1,3081.3,0
2019,SE,36.5059766610453,0.4315241429354396,-7.504230403228096,474202.9,173112.4,2046.3,0
2020,SE,42.26075800202842,-3.1903325386017225,16.71700005314467,478106.9,202051.6,-15253.2,0
2021,SE,36.864907362737135,-0.20438105483322896,-2.578598734184734,533953.6,196841.5,-1091.3,0
2022,SE,32.62661406340462,0.9908982321327274,-9.302814701168193,547190.4,178529.7,5422.1,0
2023,SE,33.102967094238764,-0.8936486036016509,-0.7675473604672023,535176.8,177159.4,-4782.6,0
2024,SE,33.964394230996675,-1.5687282230589539,6.986363692809983,558044.4,189536.4,-8754.2,0
1996,SI,20.927689406702015,-1.099466226880176,26.987087517934015,16917.3,3540.4,-186.0,2
1997,SI,21.408184243908842,-2.3320283452167447,10.589198960569423,18288.8,3915.3,-426.5,0
1998,SI,22.474538599331176,-2.3890836940470814,13.117768753352221,19706.3,4428.9,-470.8,0
1999,SI,23.286517385625864,-3.043667543677008,11.111111111111116,21132.4,4921.0,-643.2,0
2000,SI,25.239572497721642,-3.772403825795583,11.43263564316197,21726.2,5483.6,-819.6,0
2001,SI,26.220669820706316,-4.580308539801287,10.064556131008828,23018.1,6035.5,-1054.3,0
2002,SI,27.179422764458238,-2.474098145439369,11.139093695634173,24679.7,6707.8,-610.6,0
2003,SI,26.70209615954039,-2.664133791199283,3.5182921375115583,26004.7,6943.8,-692.8,0
2004,SI,27.024519452924032,-1.9814948898098188,6.9659264379734465,27484.3,7427.5,-544.6,0
2005,SI,26.596090529286442,-1.3788977118667514,3.535509929316727,28914.4,7690.1,-398.7,0
2006,SI,26.202707969917125,-1.2584584124063105,6.650108581162795,31300.2,8201.5,-393.9,0
2007,SI,22.943363606959977,-0.07699595556560541,-2.2654392489178776,34936.9,8015.7,-26.9,0
2008,SI,21.89385328320364,-1.4405663701807798,3.08769040757515,37742.1,8263.2,-543.7,0
2009,SI,34.94053915261664,-5.8718458957921085,51.5066802207377,35830.3,12519.3,-2103.9,2
2010,SI,38.60718763522584,-5.5557713004981855,11.173947425175545,36050.8,13918.2,-2002.9,0
2011,SI,46.81476366285867,-6.685842608653099,23.719302783405904,36782.2,17219.5,-2459.2,2
2012,SI,54.07390297660129,-4.196351047487588,12.841255553297138,35933.6,19430.7,-1507.9,1
2013,SI,70.8362350969582,-11.227119998446225,31.391560777532447,36041.3,25530.3,-4046.4,2
2014,SI,81.13300188619003,-4.526051155190778,18.443574889445102,37270.9,30239.0,-1686.9,1
2015,SI,83.41815196693501,-2.8375924497128113,6.190350209993722,38493.9,32110.9,-1092.3,1
2016,SI,79.43028800495837,-1.999090300200934,-1.0223942648758033,40013.2,31782.6,-799.9,1
2017,SI,74.88991331479983,0.05372370998580662,0.43923404630206164,42625.5,31922.2,22.9,0
2018,SI,71.00659006123742,0.8961251495741536,1.1249224677497116,45462.4,32281.3,407.4,0
2019,SI,66.02037108178543,0.6811126223874243,-1.5123306682196858,48156.5,31793.1,328.0,0
2020,SI,80.16975226097432,-7.676721860043177,17.856704756692498,46738.7,37470.3,-3588.0,1
2021,SI,74.81780582867597,-4.610396599042135,3.894284273144333,52032.4,38929.5,-2398.9,1
2022,SI,72.77344519141515,-3.0138041124019015,6.3324728034010125,56881.6,41394.7,-1714.3,1
2023,SI,68.28868071818891,-2.583294301327088,5.66304381961944,64050.0,43738.9,-1654.6,1
2024,SI,66.60629712198948,-0.9442568093731505,2.665361954690204,67418.1,44904.7,-636.6,0
1996,SK,29.557834585767548,-9.720786536428996,53.81686310063465,17219.8,5089.8,-1673.9,2
